first_name,last_name,nickname,wins,losses,draws,belt,height_cm,weight_lbs,reach_in,stance,dob,url,reach,weight,elo
Brandon,Moreno,The Assassin Baby,23,8,2,False,170,125,70.0,Orthodox,"Dec 07, 1993",http://ufcstats.com/fighter-details/792be9a24df82ed6,70,125,1625
Mike,Moreno,El Palo Duro,6,5,0,False,183,185,,,,http://ufcstats.com/fighter-details/bb2eee4fb3259c01,,185,1500
Dan,Moret,The Hitman,13,6,0,False,183,155,73.0,Southpaw,"Nov 21, 1986",http://ufcstats.com/fighter-details/66e98b3bb5fc5250,73,155,1444
Alexander,Morgan,The Chess Master,11,5,0,False,178,145,71.0,Orthodox,"May 14, 1991",http://ufcstats.com/fighter-details/938ea36fe9c269f0,71,145,1500
Peggy,Morgan,The Daywalker,4,4,0,False,185,135,,,"Dec 16, 1979",http://ufcstats.com/fighter-details/92b36014314b028b,,135,1480
Sammy,Morgan,The Squeeze,18,12,0,False,178,170,,Orthodox,"Sep 28, 1981",http://ufcstats.com/fighter-details/2067a177a2842fbf,,170,1461
Alex,Morono,The Great White,24,12,0,False,180,170,72.0,Orthodox,"Aug 16, 1990",http://ufcstats.com/fighter-details/cdb96af67d096b1e,72,170,1530
Maryna,Moroz,Iron Lady,11,6,0,False,170,125,67.0,Orthodox,"Sep 08, 1991",http://ufcstats.com/fighter-details/b4192a975027aab6,67,125,1491
Sergey,Morozov,,19,5,0,False,168,135,67.0,Orthodox,"Jun 14, 1989",http://ufcstats.com/fighter-details/2f6a993c7f547c13,67,135,1522
Brad,Morris,,10,6,0,False,188,205,,Orthodox,"Nov 01, 1979",http://ufcstats.com/fighter-details/6803d4d6908354ac,,205,1461
Scott,Morris,,2,1,0,False,178,210,,Orthodox,,http://ufcstats.com/fighter-details/be9d259be012e8a4,,210,1501
Anthony,Morrison,Cheesesteak,20,12,0,False,170,145,,Orthodox,"Mar 29, 1984",http://ufcstats.com/fighter-details/dab0e6cb8c932162,,145,1500
Jack,Morrison,,0,3,0,False,180,205,,,,http://ufcstats.com/fighter-details/38fccd44d669bb2f,,205,1500
Harry,Moskowitz,Dirty,6,12,0,False,196,275,,Orthodox,,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95,,275,1462
Carlos,Mota,Tizil,8,2,0,False,163,125,69.0,Orthodox,"Apr 15, 1995",http://ufcstats.com/fighter-details/b15862fcd6ded451,69,125,1480
Miki,Motono,,8,5,0,False,157,115,63.0,Southpaw,"May 18, 1994",http://ufcstats.com/fighter-details/a5fa51a81d0c5ed9,63,115,1500
Juan,Mott,,3,4,0,False,183,190,,Switch,,http://ufcstats.com/fighter-details/5da4e8dc02e50ac0,,190,1500
Nikolas,Motta,Iron,15,6,0,False,175,155,70.0,Orthodox,"Feb 08, 1993",http://ufcstats.com/fighter-details/37f560436d745c18,70,155,1506
Eduarda,Moura,Ronda,11,1,0,False,168,125,66.0,Orthodox,"Feb 28, 1994",http://ufcstats.com/fighter-details/de594b35c45c2e9a,66,125,1519
Flavio Luiz,Moura,,19,7,0,False,180,183,,Open Stance,,http://ufcstats.com/fighter-details/ab35634d1a8c7a11,,183,1480
Gegard,Mousasi,,42,6,2,False,188,185,76.0,Orthodox,"Aug 01, 1985",http://ufcstats.com/fighter-details/232c582f29f8f65e,76,185,1638
Kris,Moutinho,,14,7,0,False,170,135,68.0,Southpaw,"Aug 09, 1992",http://ufcstats.com/fighter-details/9c27f3217891f3f0,68,135,1445
Kin,Moy,Kong,8,3,0,False,165,135,,,,http://ufcstats.com/fighter-details/ae922e7d9e852d7a,,135,1500
Jamie,Moyle,,4,3,0,False,155,115,65.0,Orthodox,"Mar 17, 1989",http://ufcstats.com/fighter-details/882d62561063a927,65,115,1477
Askar,Mozharov,,19,13,0,False,190,205,74.0,Orthodox,"Oct 26, 1994",http://ufcstats.com/fighter-details/e92901944ce91909,74,205,1481
Garrett,Mueller,,3,3,0,False,175,135,,,"Jan 29, 1989",http://ufcstats.com/fighter-details/d0c325dfefdde31f,,135,1500
Lauren,Mueller,Princess Tiger,5,3,0,False,165,125,67.0,Orthodox,"Nov 15, 1991",http://ufcstats.com/fighter-details/f923e012414c883e,67,125,1462
Belal,Muhammad,Remember the Name,24,4,0,False,180,170,72.0,Orthodox,"Jul 09, 1988",http://ufcstats.com/fighter-details/b1b0729d27936f2f,72,170,1710
Fazlo,Mulabitinovic,,4,2,0,False,,135,,,,http://ufcstats.com/fighter-details/2252b2c892397f0d,,135,1500
Quinn,Mulhern,,18,4,0,False,190,155,,Orthodox,"Sep 20, 1984",http://ufcstats.com/fighter-details/16af2d5a6f28bee2,,155,1464
James,Mulheron,,11,2,0,False,178,243,73.0,Orthodox,"Feb 20, 1988",http://ufcstats.com/fighter-details/8d5350fa18b79e9a,73,243,1480
Jamie,Mullarkey,,17,8,0,False,183,155,74.0,Orthodox,"Aug 17, 1994",http://ufcstats.com/fighter-details/af9f42e6894047fc,74,155,1491
Jim,Mullen,,0,2,0,False,185,215,,Southpaw,,http://ufcstats.com/fighter-details/1a49e0670dfaca31,,215,1480
Melissa,Mullins,No Mess,7,2,0,False,170,135,68.0,Orthodox,"Jul 23, 1991",http://ufcstats.com/fighter-details/bd532e9a2b93870c,68,135,1500
Pedro,Munhoz,The Young Punisher,20,10,0,False,168,135,65.0,Orthodox,"Sep 07, 1986",http://ufcstats.com/fighter-details/6bd02119599741a4,65,135,1522
Andre,Muniz,Sergipano,24,7,0,False,185,185,78.0,Southpaw,"Feb 17, 1990",http://ufcstats.com/fighter-details/886264a0c9f4ea5e,78,185,1558
Alexander,Munoz,,7,2,0,False,175,155,72.0,Switch,"Feb 27, 1990",http://ufcstats.com/fighter-details/f8f1ec513bcfef43,72,155,1484
Johnny,Munoz,Kid Kvenbo,12,4,0,False,175,135,71.0,Orthodox,"Feb 16, 1993",http://ufcstats.com/fighter-details/f6bcbd91b114ff58,71,135,1462
Mark,Munoz,The Filipino Wrecking Machine,14,6,0,False,183,185,71.0,Orthodox,"Feb 09, 1978",http://ufcstats.com/fighter-details/179f1948dc234f1f,71,185,1557
Andy,Murad,The Tooth Fairy,15,2,0,False,175,185,,,,http://ufcstats.com/fighter-details/fd0b4e3eb18eafb7,,185,1500
Olivier,Murad,Warrior of God,6,0,0,False,178,145,72.0,Southpaw,"Dec 21, 1993",http://ufcstats.com/fighter-details/c3dd69333eb8085a,72,145,1500
Makhmud,Muradov,,26,8,0,False,188,185,75.0,Orthodox,"Feb 08, 1990",http://ufcstats.com/fighter-details/ea7e5bc78d9de658,75,185,1537
Kazunari,Murakami,,5,5,0,False,185,220,,Orthodox,"Nov 29, 1973",http://ufcstats.com/fighter-details/cfbccfed4e4796fe,,220,1500
Kanako,Murata,,12,3,0,False,155,115,62.0,Orthodox,"Aug 10, 1993",http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0,62,115,1479
Ryuichi,Murata,,8,3,1,False,173,183,,Orthodox,,http://ufcstats.com/fighter-details/e3a6c6d6d0ac0815,,183,1500
Ailiya,Muratbek,,9,2,0,False,,155,,,,http://ufcstats.com/fighter-details/9b6dcc335ad03696,,155,1500
Vince,Murdock,,12,4,0,False,168,145,64.0,Orthodox,"Mar 21, 1991",http://ufcstats.com/fighter-details/4b90384d7c3519b8,64,145,1500
Samandar,Murodov,,11,0,0,False,185,170,75.0,Orthodox,"Aug 28, 1999",http://ufcstats.com/fighter-details/6f4d199c0adc06f5,75,170,1500
Ian,Murphy,,1,1,0,False,185,185,,Orthodox,"Jun 14, 1985",http://ufcstats.com/fighter-details/de25520d54eab12d,,185,1500
Jon,Murphy,Man of Faith,6,4,0,False,190,260,,Orthodox,"Aug 09, 1977",http://ufcstats.com/fighter-details/1b5c146ee7b86e34,,260,1500
Lauren,Murphy,Lucky,16,6,0,False,165,125,67.0,Orthodox,"Jul 27, 1983",http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,67,125,1554
Lerone,Murphy,The Miracle,16,0,1,False,175,145,73.0,Orthodox,"Jul 22, 1991",http://ufcstats.com/fighter-details/396fe87b84ac2e1c,73,145,1655
Patrick,Murphy,,5,3,0,False,183,170,,,,http://ufcstats.com/fighter-details/eca7e064746c161a,,170,1500
Tom,Murphy,,8,0,0,False,188,227,,Southpaw,"Nov 19, 1974",http://ufcstats.com/fighter-details/62918a2118de08b2,,227,1520
Jesse,Murray,Hollywood,8,4,0,False,190,205,78.0,Orthodox,"Jan 26, 1993",http://ufcstats.com/fighter-details/d0147e906106cd2e,78,205,1500
Lee,Murray,Lightning,8,2,1,False,190,185,,Orthodox,"Sep 12, 1977",http://ufcstats.com/fighter-details/32016899d0a222a3,,185,1521
Khalid,Murtazaliev,,14,2,0,False,183,185,76.0,Orthodox,"Jul 15, 1993",http://ufcstats.com/fighter-details/231cae8b77fbbcc1,76,185,1523
Azamat,Murzakanov,The Professional,15,0,0,False,178,205,71.0,Southpaw,"Apr 12, 1989",http://ufcstats.com/fighter-details/e90a2f22417af68e,71,205,1598
Josias,Musasa,The KO Wizard,8,1,0,False,173,135,74.0,Southpaw,"Oct 10, 1998",http://ufcstats.com/fighter-details/723b64c0e9a8f348,74,135,1479
Tofiq,Musayev,,22,6,0,False,175,155,69.0,Orthodox,"Dec 15, 1989",http://ufcstats.com/fighter-details/ae81a3ac7b260411,69,155,1481
Nicholas,Musoke,Nico,13,5,0,False,183,170,75.0,Orthodox,"Apr 05, 1986",http://ufcstats.com/fighter-details/8b5f9ea38184ded3,75,170,1496
Andre,Mussi,,11,5,0,False,190,242,,Orthodox,,http://ufcstats.com/fighter-details/d0d43cb9b14f231c,,242,1500
Magomed,Mustafaev,The Sniper,14,4,0,False,173,155,71.0,Orthodox,"Aug 02, 1988",http://ufcstats.com/fighter-details/31d7446b184e3305,71,155,1520
Max,Mustaki,,6,3,0,False,183,155,,Orthodox,"Nov 07, 1987",http://ufcstats.com/fighter-details/f4c40f8a64d3151d,,155,1500
Elvis,Mutapcic,The King,15,6,1,False,183,185,72.0,Orthodox,"Jul 19, 1986",http://ufcstats.com/fighter-details/28c55b4087a6f136,72,185,1461
Fiona,Muxlow,,6,3,0,False,163,145,,,"May 13, 1977",http://ufcstats.com/fighter-details/062e57ca1a3c95a8,,145,1500
Ho Bae,Myeon,,13,5,1,False,180,168,,Orthodox,,http://ufcstats.com/fighter-details/2719f300b0439039,,168,1500
Liang,Na,The Dragon Girl,19,8,0,False,165,125,67.0,Orthodox,"Jul 27, 1996",http://ufcstats.com/fighter-details/ec0dcceace7d25a3,67,125,1424
Katsuhiko,Nagata,,6,7,3,False,170,154,,Southpaw,"Oct 31, 1973",http://ufcstats.com/fighter-details/d5ae8074631762fc,,154,1500
Yuji,Nagata,,0,2,0,False,183,225,,Orthodox,"Apr 24, 1968",http://ufcstats.com/fighter-details/e49c2db95e572dc8,,225,1500
Greg,Nagy,,1,3,0,False,185,210,,Orthodox,"Oct 18, 1983",http://ufcstats.com/fighter-details/342422bb6ced1e8d,,210,1500
Logan,Nail,,1,1,0,False,,185,,,"Jun 20, 1989",http://ufcstats.com/fighter-details/47e0b5833e6bc91a,,185,1500
Muhammad,Naimov,Hillman,13,3,0,False,175,145,70.0,Orthodox,"Aug 07, 1994",http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,70,145,1573
Yukiya,Naito,,15,6,2,False,185,205,,Orthodox,,http://ufcstats.com/fighter-details/7be328bb3c2ea22e,,205,1500
Yura,Naito,2 FACE,6,1,0,False,183,185,74.0,Orthodox,"Apr 26, 1996",http://ufcstats.com/fighter-details/50c469e0cb73be10,74,185,1500
Andrews,Nakahara,,5,4,2,False,185,185,,Orthodox,"Mar 12, 1983",http://ufcstats.com/fighter-details/7a9ca95a92d7b64c,,185,1500
Rin,Nakai,,19,2,1,False,155,135,,Orthodox,"Oct 22, 1986",http://ufcstats.com/fighter-details/f9ae6914f604aa9f,,135,1459
Daisuke,Nakamura,,28,19,1,False,170,154,,Orthodox,"Jun 10, 1980",http://ufcstats.com/fighter-details/a196332ee4aa8a82,,154,1500
Kazuhiro,Nakamura,Kaz,21,13,0,False,180,205,70.0,Orthodox,"Jul 16, 1979",http://ufcstats.com/fighter-details/b034747dc1d15491,70,205,1462
Keiichiro,Nakamura,,6,1,0,False,173,145,70.0,Southpaw,"Dec 02, 1998",http://ufcstats.com/fighter-details/3618e0632ecdba9c,70,145,1500
Keita,Nakamura,K-Taro,34,10,2,False,180,170,73.0,Southpaw,"May 22, 1984",http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,73,170,1465
Rinya,Nakamura,Hybred,9,1,0,False,170,135,68.0,Southpaw,"Mar 23, 1995",http://ufcstats.com/fighter-details/d8c811df0386d5e8,68,135,1531
Yusaku,Nakamura,,14,4,1,False,165,145,,,"Jun 21, 1986",http://ufcstats.com/fighter-details/03e8df49c4a059ba,,145,1500
Tokitaka,Nakanishi,Toky,12,4,0,False,168,135,66.0,Orthodox,"Jul 28, 1996",http://ufcstats.com/fighter-details/eb9446a4f44e19cf,66,135,1500
Jutaro,Nakao,,25,19,4,False,175,170,,Southpaw,"Nov 30, 1970",http://ufcstats.com/fighter-details/95eb112a85601a0a,,170,1502
Yoshihiro,Nakao,Kiss,9,3,0,False,183,220,,Southpaw,"Jun 25, 1972",http://ufcstats.com/fighter-details/e18012194473e8b0,,220,1500
Mandel,Nallo,,13,3,0,False,,155,,,"Jul 26, 1992",http://ufcstats.com/fighter-details/8f4528c10bd34fab,,155,1500
Tyson,Nam,,21,14,1,False,170,125,68.0,Orthodox,"Oct 06, 1983",http://ufcstats.com/fighter-details/6e00cfffd54653c4,68,125,1472
Yui Chul,Nam,The Korean Bulldozer,18,8,1,False,175,145,,Orthodox,"Jul 16, 1981",http://ufcstats.com/fighter-details/a00ec21cfbba17b6,,145,1475
Rose,Namajunas,Thug,15,7,0,False,165,125,65.0,Orthodox,"Jun 29, 1992",http://ufcstats.com/fighter-details/47b63240018d5d86,65,125,1628
Yasuhito,Namekawa,,25,16,4,False,175,205,,Orthodox,"Oct 27, 1974",http://ufcstats.com/fighter-details/6083f497c22cc075,,205,1500
Nad,Narimani,Smiler,12,4,0,False,173,145,70.0,Orthodox,"Apr 14, 1987",http://ufcstats.com/fighter-details/776a58a67665a171,70,145,1499
Roger,Narvaez,Silverback,8,3,0,False,190,185,,Southpaw,"Sep 09, 1983",http://ufcstats.com/fighter-details/3a12a2f096a6d975,,185,1484
Allan,Nascimento,Puro Osso,21,6,0,False,173,125,69.0,Orthodox,"Sep 11, 1991",http://ufcstats.com/fighter-details/253076a23d03dcd0,69,125,1543
Fabio,Nascimento,Negao,11,6,0,False,178,185,,Orthodox,,http://ufcstats.com/fighter-details/307064d3e0f036c2,,185,1500
Rodrigo,Nascimento,Ze Colmeia,11,3,0,False,188,246,80.0,Orthodox,"Nov 26, 1992",http://ufcstats.com/fighter-details/d31a5546c0e9b213,80,246,1523
Bobby,Nash,,8,4,0,False,183,170,74.0,Orthodox,"Mar 26, 1990",http://ufcstats.com/fighter-details/7dfb56f24fe5ddea,74,170,1445
Reza,Nasri,,0,1,0,False,180,205,,Orthodox,,http://ufcstats.com/fighter-details/d41937647eae9a34,,205,1479
Nasrudin,Nasrudinov,,9,1,0,False,183,205,71.0,Orthodox,"Oct 06, 1991",http://ufcstats.com/fighter-details/769fa803bf9d2e3b,71,205,1500
Pawel,Nastula,,5,6,0,False,183,230,,Southpaw,"Jun 26, 1970",http://ufcstats.com/fighter-details/154a6b3ffae264cd,,230,1500
Rafael,Natal,Sapo,21,9,1,False,183,185,77.0,Orthodox,"Dec 25, 1982",http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,77,185,1524
Kevin,Natividad,Quicksand,9,4,0,False,168,135,70.0,Orthodox,"Apr 02, 1993",http://ufcstats.com/fighter-details/0c258d1d8e16e5f1,70,135,1443
Ismail,Naurdiev,,24,8,0,False,178,185,74.0,Orthodox,"Aug 18, 1996",http://ufcstats.com/fighter-details/6a96ad1bc34fb113,74,185,1511
Danny,Navarro,,17,7,0,False,178,155,,,"May 27, 1983",http://ufcstats.com/fighter-details/618f72750ec50b05,,155,1500
Marcio,Navarro,The Locomotive,14,14,0,False,183,155,,,"Sep 17, 1978",http://ufcstats.com/fighter-details/52f7d300738961ac,,155,1500
Tafon,Nchukwi,Da Don,6,4,0,False,183,185,77.0,Orthodox,"Oct 14, 1994",http://ufcstats.com/fighter-details/6aae253467e8f9ce,77,185,1456
Dustin,Neace,The Beast,25,21,1,False,175,145,69.0,,"Sep 12, 1986",http://ufcstats.com/fighter-details/e503aa5c252a1b4d,69,145,1480
Geoff,Neal,Handz of Steel,16,6,0,False,180,170,75.0,Southpaw,"Aug 28, 1990",http://ufcstats.com/fighter-details/b997be68943010fc,75,170,1593
Joe,Neal,Nine Lives,6,2,0,False,168,135,,,"Jul 29, 1986",http://ufcstats.com/fighter-details/5751267660c734cb,,135,1500
Josh,Neal,,5,11,0,False,183,185,,,,http://ufcstats.com/fighter-details/0b534765dca35e71,,185,1500
Stanislav,Nedkov,Stucky,12,2,0,False,180,205,71.0,Orthodox,"Dec 09, 1981",http://ufcstats.com/fighter-details/1d4bbaabd8b60173,71,205,1479
Josh,Neer,The Dentist,36,16,1,False,180,170,72.0,Orthodox,"Mar 24, 1983",http://ufcstats.com/fighter-details/d1a1314976c50bef,72,170,1460
Nicolae,Negumereanu,,13,2,0,False,183,205,78.0,Orthodox,"Sep 04, 1994",http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb,78,205,1533
Steve,Nelmark,The Sandman,2,1,0,False,183,240,,Orthodox,,http://ufcstats.com/fighter-details/13e62d766b709aa6,,240,1519
Gunnar,Nelson,Gunni,19,6,1,False,180,170,72.0,Switch,"Jul 28, 1988",http://ufcstats.com/fighter-details/fd55393021a8c255,72,170,1574
Kyle,Nelson,The Monster,16,6,1,False,180,145,71.0,Switch,"Apr 20, 1991",http://ufcstats.com/fighter-details/31f8081c7600da93,71,145,1503
Roy,Nelson,Big Country,22,14,0,False,183,263,73.0,Orthodox,"Jun 20, 1976",http://ufcstats.com/fighter-details/3f7c14c7eca7195d,73,263,1499
Shane,Nelson,Sugar,16,7,0,False,175,155,70.0,Southpaw,"Nov 29, 1984",http://ufcstats.com/fighter-details/2db7fa8db6bc9632,70,155,1494
Lissette,Neri,,6,4,0,False,157,145,,,"Aug 05, 1987",http://ufcstats.com/fighter-details/f4db63258ecf0613,,145,1500
Antonio Braga,Neto,,9,3,0,False,190,185,77.0,Orthodox,"Oct 29, 1987",http://ufcstats.com/fighter-details/fae67903c4fe636b,77,185,1483
Mario,Neto,Sukata,13,5,0,False,183,229,,Orthodox,,http://ufcstats.com/fighter-details/1209b5134401ca53,,229,1480
Eduardo,Neves,Bebezao,7,2,0,False,188,263,78.0,Orthodox,"Mar 16, 2000",http://ufcstats.com/fighter-details/1d688fa375d9431c,78,263,1500
Julio Cesar,Neves Jr.,Morceguinho,33,1,0,False,173,145,,,"Apr 25, 1994",http://ufcstats.com/fighter-details/195d0d3e14a2e256,,145,1500
Nick,Newell,Notorious,14,2,0,False,178,155,,Southpaw,"Mar 17, 1986",http://ufcstats.com/fighter-details/f562238becb9ec50,,155,1500
Journey,Newson,,10,5,0,False,165,135,67.0,Orthodox,"Mar 07, 1989",http://ufcstats.com/fighter-details/78f485f851891d68,67,135,1448
Carlos,Newton,The Ronin,16,14,0,False,175,170,,Orthodox,"Aug 17, 1976",http://ufcstats.com/fighter-details/952f6fa06f25a0ec,,170,1491
Emanuel,Newton,The Hardcore Kid,26,12,1,False,185,205,,,"Jan 02, 1984",http://ufcstats.com/fighter-details/fbbbc68d368832fa,,205,1500
Jeff,Newton,,4,2,0,False,188,205,,Sideways,"Dec 11, 1966",http://ufcstats.com/fighter-details/94609dd91731d428,,205,1480
Francis,Ngannou,The Predator,17,3,0,False,193,250,83.0,Orthodox,"Sep 05, 1986",http://ufcstats.com/fighter-details/8d03ce87ca14e778,83,250,1705
Ben,Nguyen,Ten,16,8,0,False,165,125,65.0,Switch,"Aug 03, 1988",http://ufcstats.com/fighter-details/840d2c82ea68b9aa,65,125,1513
Steven,Nguyen,The Ninja,9,2,0,False,180,145,73.0,Switch,"May 19, 1993",http://ufcstats.com/fighter-details/69037fc7730e4225,73,145,1478
Alex,Nicholson,The Spartan,7,4,0,False,193,185,77.0,Orthodox,"May 02, 1990",http://ufcstats.com/fighter-details/2b6d855c6e280fb1,77,185,1466
Bo,Nickal,,7,1,0,False,185,185,76.0,Southpaw,"Jan 14, 1996",http://ufcstats.com/fighter-details/35673bf5204524ee,76,185,1552
Mike,Nickels,,9,5,0,False,193,205,,Orthodox,"Dec 13, 1971",http://ufcstats.com/fighter-details/330ec26453c44a59,,205,1499
Matheus,Nicolau,,19,6,1,False,168,125,66.0,Orthodox,"Jan 06, 1993",http://ufcstats.com/fighter-details/1a31ef98efce7a79,66,125,1542
Stewart,Nicoll,Kakamora,8,1,0,False,165,125,65.0,Orthodox,"Nov 04, 1994",http://ufcstats.com/fighter-details/2bd98ab77a8daa75,65,125,1481
Jaimelene,Nievera,Queenie,7,4,0,False,165,125,,Orthodox,"Oct 28, 1984",http://ufcstats.com/fighter-details/3edf45e1717fa764,,125,1500
Khomkrit,Niimi,The Bumblebee,6,10,0,False,157,125,,,,http://ufcstats.com/fighter-details/52a003d768f10d91,,125,1500
Tom,Niinimaki,Stoneface,22,8,1,False,175,145,69.0,Orthodox,"Jul 25, 1982",http://ufcstats.com/fighter-details/5fceb45939fc0c8a,69,145,1462
Ramsey,Nijem,,9,6,0,False,180,155,75.0,Orthodox,"Apr 01, 1988",http://ufcstats.com/fighter-details/22aa91e402d0fe1f,75,155,1496
Hans,Nijman,,9,7,0,False,183,250,,Switch,"Oct 23, 1959",http://ufcstats.com/fighter-details/4956f60b7fa57c1a,,250,1500
Fedor,Nikolov,,0,0,0,False,,,,,,http://ufcstats.com/fighter-details/346f789951e85f3f,,,1500
Jack,Nilson,,2,6,0,False,,,,,,http://ufcstats.com/fighter-details/53e533db1b8e9712,,,1500
Mats,Nilsson,,11,4,1,False,185,170,,Orthodox,"Dec 05, 1983",http://ufcstats.com/fighter-details/a9bcf8717dd12532,,170,1463
Guangyou,Ning,Smasher,5,4,1,False,163,145,64.0,Southpaw,"Dec 15, 1981",http://ufcstats.com/fighter-details/2c1170b825f58e57,64,145,1498
Soichi,Nishida,,5,10,1,False,180,320,,Orthodox,,http://ufcstats.com/fighter-details/6810d8d2dd557cf9,,320,1500
Yosuke,Nishijima,,0,5,0,False,175,205,,Orthodox,"May 15, 1973",http://ufcstats.com/fighter-details/5cde96e0a1a1fffe,,205,1500
Yamato,Nishikawa,,21,3,6,False,170,155,,Orthodox,"Dec 06, 2002",http://ufcstats.com/fighter-details/7beecbe0a08cf002,,155,1500
Akiyo,Nishiura,Wicky Akiyo,13,8,1,False,173,139,,Southpaw,"Aug 08, 1983",http://ufcstats.com/fighter-details/6c9383ffab2725a5,,139,1500
Anthony,Njokuani,The Assassin,16,12,0,False,185,155,75.0,Orthodox,"Mar 01, 1980",http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,75,155,1469
Chidi,Njokuani,Bang Bang,25,10,0,False,190,170,80.0,Orthodox,"Dec 31, 1988",http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,80,170,1541
Derrick,Noble,The Eraser,27,15,1,False,175,170,,Southpaw,"Aug 14, 1978",http://ufcstats.com/fighter-details/21321cdfba797c52,,170,1480
Kyle,Noblitt,,11,2,0,False,188,243,,,"Dec 26, 1989",http://ufcstats.com/fighter-details/4acf03bdec2025d7,,243,1500
Pedro,Nobre,The Rock,18,4,2,False,165,135,,,"Feb 13, 1986",http://ufcstats.com/fighter-details/e983c62faf677ab2,,135,1500
Jacob,Noe,Psycho,3,11,0,False,,205,,,,http://ufcstats.com/fighter-details/9bff1b4c37ebbede,,205,1500
Alexandre Franca,Nogueira,Pequeno,18,6,3,False,170,145,,Orthodox,"Jan 15, 1978",http://ufcstats.com/fighter-details/4c27ca8c8481f79a,,145,1500
Antonio Rodrigo,Nogueira,Minotauro,34,10,1,False,190,240,77.0,Orthodox,"Jun 02, 1976",http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd,77,240,1499
Rogerio,Nogueira,Minotouro,23,10,0,False,188,205,75.0,Southpaw,"Jun 02, 1976",http://ufcstats.com/fighter-details/73e09f837f3b5ecc,75,205,1510
Talita,Nogueira,Treta,6,0,0,False,178,145,,,"Oct 13, 1985",http://ufcstats.com/fighter-details/a3d1d060f9af97fe,,145,1500
Kyle,Noke,,22,10,1,False,185,170,76.0,Southpaw,"Mar 18, 1980",http://ufcstats.com/fighter-details/7339d340aa2889cb,76,170,1482
Tom,Nolan,Big Train,9,1,0,False,190,155,73.0,Southpaw,"Mar 08, 2000",http://ufcstats.com/fighter-details/6c3b2525436cf5d4,73,155,1536
Nick,Nolte,,5,4,0,False,183,170,,,,http://ufcstats.com/fighter-details/d665de9b4da87c22,,170,1500
KJ,Noons,King,13,9,0,False,178,155,70.0,Orthodox,"Dec 07, 1982",http://ufcstats.com/fighter-details/b7ffa72aa148599a,70,155,1484
Sage,Northcutt,Super,11,2,0,False,183,170,71.0,Orthodox,"Mar 01, 1996",http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,71,170,1568
Jan,Nortje,The Giant,2,6,0,False,185,310,,Southpaw,"Apr 11, 1975",http://ufcstats.com/fighter-details/bd4389b71fdc0ce2,,310,1500
Scott,Norton,Hollywood,7,1,0,False,178,170,,Orthodox,"Mar 15, 1973",http://ufcstats.com/fighter-details/f21a3d68fb9df387,,170,1500
Shohei,Nose,,12,5,2,False,168,135,68.0,Switch,"Oct 19, 1997",http://ufcstats.com/fighter-details/6b0e83b094f816ac,68,135,1500
Jonatas,Novaes,,13,5,0,False,180,170,,,"Mar 02, 1981",http://ufcstats.com/fighter-details/9e8e5c529057fe60,,170,1500
Jason,Novelli,Flipside,11,3,1,False,183,155,,Orthodox,"Jun 08, 1979",http://ufcstats.com/fighter-details/459e4dc69ec669b2,,155,1464
Phillipe,Nover,The Filipino Assassin,11,8,1,False,175,145,72.0,Orthodox,"Feb 03, 1984",http://ufcstats.com/fighter-details/64360e618823a8e4,72,145,1419
Taiyilake,Nueraji,Super Saiyan,9,1,0,False,188,170,75.0,Southpaw,"Jan 12, 2001",http://ufcstats.com/fighter-details/7498b3ac79a3b948,75,170,1500
Shayilan,Nuerdanbieke,Wolverine,39,12,0,False,173,145,69.0,Orthodox,"May 04, 1994",http://ufcstats.com/fighter-details/0a73acff6325c1e2,69,145,1491
Amanda,Nunes,The Lioness,23,5,0,False,173,135,69.0,Orthodox,"May 30, 1988",http://ufcstats.com/fighter-details/80fa8218c99f9c58,69,135,1712
Diego,Nunes,The Gun,19,7,0,False,168,145,67.0,Orthodox,"Nov 30, 1982",http://ufcstats.com/fighter-details/3a24769a4855040a,67,145,1507
Istela,Nunes,,6,6,0,False,163,115,66.0,Orthodox,"Jul 23, 1992",http://ufcstats.com/fighter-details/efc67b07eed39794,66,115,1413
Josiane,Nunes,Josi,10,4,0,False,157,135,67.0,Southpaw,"Dec 23, 1993",http://ufcstats.com/fighter-details/68d35296f566792b,67,135,1490
Nina,Nunes,,11,7,0,False,165,125,64.0,Orthodox,"Dec 03, 1985",http://ufcstats.com/fighter-details/d343df8ba11f4c4e,64,125,1528
Diyar,Nurgozhay,,10,1,0,False,188,205,74.0,Southpaw,"Apr 22, 1997",http://ufcstats.com/fighter-details/709fadb644ee3f51,74,205,1479
Abubakar,Nurmagomedov,,17,4,1,False,180,170,72.0,Orthodox,"Nov 13, 1989",http://ufcstats.com/fighter-details/029e1293e609fd74,72,170,1502
